message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
QTZwpIf4mn2t32hY1z9nMBzTTGK5ohhwwqyC04uakMHP,"Curtis, thank you for your email, I am not interested at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
4u88QsiqPgCJ4iAT4kQoW2BzEnJiLv4yXqx==F=DihFE,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
jtFsyz6F6vuUPMF-oA0z3f22KBjhP9c1NhfXQrDrX2ZZ,"I'm going to pass, thanks.  Pls remove my email from your list but I wish you all the best with this!",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
ilE7uA=1eiMJhzW9zVbjDBRFun6BdURzdu-t5oKJNVfg,"Hi Curtis, I'm interested in learning more about your target market and any potential partnerships with companies in that space. Can you share the names of customers you mention in the deck?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
cc1e6w8BHwabUm1amVsjwdZT1-M1=+iSgzAo3ejWRAZq,STOP,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
uINHacT-H2oFJeoYrpdQLmUuAQfSPGmnLUkpXEjIPGUw,"Thanks for sharing your vision, but we're not able to invest in this particular area at this time.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
lpteIlNhXD-B3=wdB2UPgvvP+LvA8lXY5t0ZUtkg86cP,"While we are interested in your business, we are not currently investing in your industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
F0oNUou7tMkk7CDtgvVJDzb-cPLYBQ2-Qd6vbf=C2HdU,"Curtis, thank you for your pitch. Unfortunately, we do not see a fit with our current investment thesis for Perksouq.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
US1fleY9folXjs3bc=yNXVU1iQgWZ8r0CO3TmzL0k0sn,"We are grateful for the opportunity to consider your startup and the pitch deck you have sent us. However, we are not investing in such early stage companies at this point in time.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
DrZJ=wenN84AeitB1RIaEcsWn0HtFTpJkKO99LazQu-F,"Hi Curtis, thank you for your email. We reviewed the deck and would be happy if could schedule a meeting via this link: [URL]",0,click on link (meeting),1,meeting,0,0,1,1,meeting,meeting,1,meeting,1,meeting,meeting
9JIVKQefmJ54eAAG2eufAEvhgELnCjt33Uo119Rw1q8M,"Thanks for reaching out to us! We are currently not looking for any service providers at the moment as we have our own in-house team. Might we require such a service in the future, we will reach out to you accordingly.",0,industry,0,no specific reason,1,0,,,,,,other,0,other,other
BvsRzZTmnK9uNhWLRs+21YHvAqgQ8STlIyMuxPNN2IAs,"Thank you for your pitch. If you're interested in formally applying for investment, please submit your application and any additional documents via our online portal at [URL]. We'll be in touch soon.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
5xdaHeQYt12NMWCTDS+wGt8l8LqlvMjC-LrWlPYsF9Hg,"Dear Mr. Parsons, Thank you for reaching out to [FIRM]. To take the next step, please complete our online application at [URL]. This will help us get a better sense of your business and determine if there is a potential partnership opportunity. We look forward to hearing from you soon.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
ayGTmjkFiOgw+yaEYgPBEYjocP64pyfNRUJmN3YBvst6,We appreciate the effort you have put into your startup and the pitch deck you sent us. We are sorry to inform you that we are not investing in startups that are at this early stage.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
KwZHBNJHUPq7RKlIgIv6Zmhi5Iec6y=VgZt4adGl2eF-,"We appreciate your pitch deck, but we typically do not invest in startups that are at such an early stage of development. We prefer to invest in companies that have already developed a prototype or MVP.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
Fj7t1MvP=dXoAwHTjaM1d8AqR8MWx5SQXrjamwVfEatO,"Hi Curtis, I really like what you're doing and would like to keep in touch. Please keep me updated on any newsworthy events or progress updates - I'm excited to see where your startup goes.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
E4bjldDvqMKbbYGm5+SVdv92cFF-Kul8pAsbjbSEs7AR,"We would like to thank you for the opportunity to review your startup and the pitch deck you have sent us. Unfortunately, we have decided not to invest in startups at this very early pre-seed stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
GNi4-knsFNGrI6Vzzp76f4=Th+Fz7x6I1d+8liYEK9oQ,Thanks for reaching out Curtis.  We start to get interested in SaaS businesses when they eclipse $10M revenue.  Please keep us in mind as you mature.,1,updates,1,updates,1,1,,,,,,,1,updates,updates
ELKp=fUar3mlz3c+LnxYe+UADnC4r+S73Bcoso4nT8N5,"Not interested, thanks anyways.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
6BJ2=TrtV=QQsTLfLAP7oPyE3QPXwkVI7sF=KcEw=cr,"Thanks, but Im not actively investing right now.",0,not investor,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
F9PiXHsKNuQcZ3SLsB-uK7CzVD0c+VrADUK5q41QMxFX,"Hello, thank you for your pitch. Unfortunately, your startup is out of scope for our current investment focus.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
JPYE+3o1iOjcGKy1E1B8Wp2VU1J4=3JZjrmPjgynRdQu,Thanks for contacting [FIRM]. We noticed that your deck did not mention any patents or intellectual property. Do you have any proprietary technology?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
PDGJ5T3Q-Vw+UNhZM8Dw1CzVOEKd87gedliLkjLeEOUd,"It tends to take me a few weeks at a minimum of work to get to conviction so the round dynamics won't fit my fund, which is my primary investment vehicle currently. The beta traction is definitely impressive but given the size of the raise I would need to get to deep conviction and based on the deck I won't get there in any reasonable timeframe for you.",0,other,0,no specific reason,1,0,,,,,,structure,0,structure,other
1RxTh=FD0Nx7XYxSfycaZTuUV=aPvvm1h1xqvEuLOE=-,Thank you for sharing your pitch deck with us. We appreciate the effort you’ve put into your venture and are sorry to inform you that we currently do not invest in startups at such early stages.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
3gs9Z5=FXCSRl7rRk-85PsfLJPKUaEHozj11bd9w09n=,Next time.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
hCENM3mK62I51XrufFwqoW3YvEyY5PRr3feNVVcJQydT,Thank you for reaching out. Please tell us more about your business here [URL],1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
jdl+C+42y8DFXKnWF5yImcyp6gGCmue-B+Pxi+CvcYsl,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
r0zkCaOE59cZgxAN8kmT0buZwU3v5qhtg49y+4nrB+HA,We're looking for startups with more traction in the market.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
ylZ8Fx5Kk5YXJFg4mX2ErHw9FZyzhY6NAIj2XEUTnYCN,"Hi Curtis, we appreciate your interest in our firm. However, Perksouq is out of scope for our investment focus.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
uFVCozc4iQIa9XUGfotj7wJsU628gdTWRHkJ17azTBC4,"While we see potential in your startup, we do not believe it aligns with our investment strategy at this time.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
MeI4EHzoo33VE7RDsepymoHuDy1ZfwZJzTBW1zolNgNQ,"Thank you for the opportunity to review your startup and the pitch deck. Unfortunately, we’ve decided not to invest in such early pre-seed stage companies at this time.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
4vKGln06agk6TioI=10=6r7kGa4QVYHgGi9bofaXaC5c,I appreciate the time and effort you have put into your pitch deck. Where are you based?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
SNgq3JJluCpEV=MPOaXIbacp=cf8Vry6Lzmfo9HFZvGi,not interested,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
DcYrkft1Y5d1evutVzO1us4Sjpo3Wap+S7IQRHEACHxM,Thanks Curtis but I am going to pass. Be well.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
DXniPIkwkGlIndTqjB-ANS1bf+3AlWeAE+t0oBBwOuHC,Thank you for sharing!  Not my space though.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
yxGM2vAqMxFRNjwyXJAaZFSrTKe6e7nXNx+N-+wr1838,"Hi Curtis. I am sorry to share that we only invest in fintech, and at later stages (series A and B). We wish you all the best for your round.",0,stage,0,industry,1,0,,,,,,stage,0,stage,stage
oKX+6dvoBrB-eYAG78KnmSDZoV=5DP9gcWpVo5JW7+uJ,When and which Ivy did you attend?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
R7giW6WLaQK87xMhxsVdw8R6Itm+yithGwTNzyYlPaE,"Do you rely on any open-source packages? If yes, which?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
EGnuQpodvUYf7XLVgx+FBOb1S7iLN+X7dAZaxFlSZXtv,"I'm sorry, but we do not invest in startups at this stage in their development cycle.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
Zpi0hc+v7DruoiIAv3umVk15zrDw=v6JVqPplIlhM0+T,Please take me off your list,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
HosG3B=Biz45=W0uNk+4gvj2f9Q5XMYQmsTrVEK=DWaK,"Hi Curtis, Thanks for reaching out but this is not for me. Best,",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
d0tGrp4XxLCLxUrYV9=2HhEAqsLlw3Q1V88633lvwfS+,"Hi Curtis, Thanks for reaching out. We're focused on investing in consumer facing software, so this is a bit out of scope for us right now.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
ZwXgxjBib7DlfXc3nWXj9VC51PanHrjcUqy1O45XrEIX,"Hi Curtis, thanks for reaching out! We're excited to learn more about your startup, and we love a good challenge. Can you please submit a one-page summary of your mission? We're looking forward to getting to know you better!",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ZECWq5M52s2U776CecCVn5eudXsfeROu70pNVl8XYX7U,"Hi there, thank you for sharing your pitch with me. While I'm not in a position to invest at the moment, I would love to be kept in the loop on your progress. Please feel free to reach out with updates and milestones you achieve.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
srr+UVrxhAfF9WOfXRZK6YGMbWStcZmaYliN4n7hWaGp,"We appreciate your interest, but we don't believe we can provide the value-add necessary for your company's success.",0,other,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
2-PtnGv68Cmp8A1jc4LC=9aD8g7K2zht4rVpXykI=bf2,Seems promising. When and where was the company established?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
Z7awPfaOqkWh5WKpL4lmKreeL3Y23uNzRsUiFuUT8Uq-,"Curtis, Unfortunately, we are not going to pursue discussions for an investment.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
hYd1+etM=rma6-jWGafwVSMxIrAGTc6hyzE8mVJNSF0j,"Hello, I would like to learn more about your product before making any investment decisions. Can you provide me with your full pitch deck and financial projections?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
C8Lb58aWNAggP7kgbj0DQGyCqE0-+I-kOYE1LpCE2cO=,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
BoH8qpXe45mCa-RKpKa5eMJvnnH90wzSTkrpauQGh4sP,"Thank you for the pitch deck and for giving me the opportunity to review it. However, I do not invest in this industry at this time and therefore can't commit.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
1nX8X-50mfseCxnW41btaiT6aaeUip6IMBY0iqJ8gXQa,Thanks Curtis. This is not an area of investment interest for us.,0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Ydx0eP5LU22gNdbGeOfQmlwTuAJbDfqryHAT1zhBYCKX,"Hi, I'm impressed by your pitch and would like to know more about your team's plans for building and maintaining a strong company culture. Can you provide more information on any team-building activities or HR policies you have in place?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
wOPe5345GOLa+Xc37J5MF0m0E6RV3wnl=eLvgxNn1Ka9,"Hi Curtis, thanks for reaching out, but this would be outside our current areas of interest.  Wish you the best of luck!",0,portfolio conflict,0,industry,1,0,,,,,,industry,0,industry,industry
IujsW7HxP8+ov53moCxme2US-MlROHDEztKvAym8yar2,STOP,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
lx-C1AyjbhaGleggmXqHTZwwLM2LKuiUASG7ZU-mI01q,"When you write about AI and science in your deck, what do you mean? Ist not clear to me",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
zSyoGd=hJ79GlZj+-b9uVd0ZSgaCzodz-uYYKGmAMV98,"Unfortunately, we're not the right fit for this opportunity as it doesn't align with our current investment focus.",0,investment strategy,0,industry,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
XlhSwLh-TdY1A1=hGOCuX=eOOX9+ZPEs1SQvH8GKLkQr,"Hi Curtis, Thanks for the email! I had a look at your deck, which was great. Could you please send me your full financial model so that I can make an informed decision on whether to invest or not?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
qi7AfXcCWsIsHbyRyFmmWmylICgqrGA=pp52FILeWsKI,"Hi Curtis, Thanks for the trust. But I don't invest currently as my 'investment pocket money'  is located in startups and I need to wait for some returns before continuing to look  at/for targets. Good luck!",0,stage,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
4JyE07pBL2uQcsAZ40p=0XXnKuh0aoBsR2pugQU0dfKL,"After reviewing your pitch deck, we do not believe that your startup is a good fit for our investment portfolio.",0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
MYwfewYod3le7HPPRl5c=FUaRYhs2J5jRMbbe2nrQQHE,"Hi there, I'm interested in your pitch and would like to know more about your team's plans for scaling the business. Can you provide more information on your growth strategy and any milestones you've set for the next 12-18 months?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
QpDHSTOkLzdUXMqHhtxgSu0rBnSRZrr3sTB38QbO9gCG,Pass.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
pLYw0zY9NGdRtZfpZj7Vit4ZXmT60M5cHr9gdm0qvuHe,"Thanks for sending me the pitch presentation. Regrettably, I do not invest in this vertical and so cannot provide you with the necessary resources right now.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
maHWuvjE9zX5EkugNLCme7tlFqmPNcwuFnMbbqqAvsL=,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
2wZYsK5oVuKz9oUbJikYIUSWCq0zt+Q7fBdq7dykZIw,"Thanks for the opportunity, but I'm not interested. Please remove me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
TglVGCJ6DyEROgfUA+xKzKpe=DOxsLjf6aRsif9sxsoX,"Thank you for the interesting proposal and pitch deck. Unfortunately, I don't invest in this area and so I am unable to commit at this time.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
tQuUvrReuNGbXTG6Zdd1=yr5fp1Htiubv5UUWFpkNGAp,Thank you for sharing your pitch deck with me. I would be happy to set up a meeting to discuss your startup in more detail. Can you provide a few dates and times that work for you?,1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
vzAEOebbQd3p8h-IEKUhtoQwqorzrTe=dPHY2V0ldYnk,"We appreciate your interest in our fund, but unfortunately, we do not invest in companies in your vertical due to the lack of scalability and potential for significant returns.",0,structure,0,industry,1,0,,,,,,industry,0,industry,industry
9qmVz+uByIQbW+CkrG7t1VSdbD2WulA=KEqOW3UmdaQA,"Hi Curtis, unfortunately too early for us. Sorry.",0,no specific reason,0,stage,1,0,,,,,,stage,0,stage,stage
j7OwcHt7NQMa-kAkNxn0SmCe5u5vTf6KYKqwXRnHk2WP,"We are impressed by the progress of your venture, as well as the pitch deck you have shared with us. However, we are not investing in startups at this early pre-seed stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
Dhv5zL2pfR+jEtD8OP7oF6J+IZmETUzkGF6zZPY5SLj8,"Curtis, thank you fro racing out.  I am no longer investing in early stage companies.",0,stage,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
oKPQ=W1fwp6tyle-J8pKzwX56xwkW=dzfJxEWdsfKDXy,"Hi Curtis, Thanks for reaching out to [FIRM]. Congrats on the traction thus far and on the investor commitments. Are you available this week for a chat?",0,meeting,1,meeting,0,1,1,1,meeting,meeting,1,,1,meeting,meeting
8Oo6Bc9a59AjA5Mn6FnaB6eqEt8VLrzeFyVkriLT+2-3,Not interested.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Xn-63xC6l83eH=DabQH=mri5=SqxKZqYB0VilwSfJVM6,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
FzC0Qgr1ChGaoEeRL6Ws6EFTfI=oYdDE+udOfggOY7ry,"Hi Curtis, Please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
crLP0a4AjJ6U53J-9VFRPucBxQmLX9giNk9Ui1ED+P5Y,Hard pass.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
wq+k2Uriu56XMiJnUFok=c9KNJnklP4kkHCrgjhADHvh,Dont send me more,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
HYWfg-OlgxhYKOlhO8dl7JLveZNOmyhrEASDLMxpgpC,Could I talk to your existing customers? ,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
LF23J2HclifHVPZajOVbA8VjQK2Xay4tUajNaY3I58u9,"We were very interested in learning more about your startup and the pitch deck you’ve submitted. However, we are not willing to invest in startups that are at this very early stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
uGa5yJKdGBLcx-6M49VikxkM-8nI2BLEgtfM5173sggY,"Dear Curtis, Thank you for reaching out to [FIRM]. We are intrigued by your platform in the employee perks space. However, we noticed that your pitch deck lacked financial details. Can you please provide us with a more detailed financial plan? Best regards,",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
d5xyWfFT4GI6um8uM3K5SURVOnptbTZDiLHkDK7-tPqr,"Not interested, please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
5MS-9Rz4hw91weV3PLeJR4P0mNwwLN9BkiTN8VFUs1yW,"Hello, thank you for sharing your pitch deck with me. I'm curious about your fundraising strategy - can you provide more information on your current funding round, target raise amount, and any notable investors you've already secured?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
AplwVsO2ZE6yQsGf7GuxfJ65O4XXVYDI-LfEJSDrJJt5,Hi! A little bit too little info to judge if you guys are a fit with us. 1) Where are you headquartered? 2) What can you tell me about current MRR and YoY Growth% ?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
yE4CuMU7ky1NDjBt-cFwIUP=0O-yc7fct+KXQzT8Hm4J,"Hi Curtis, thanks for reaching out. I'm afraid this isn't the right opportunity for us but wishing you the best of luck!",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
sTIUzXh=dFNHmhg69s3t9q=3OMCqCfXrlYap+e5KdTIo,"We thank you for giving us the chance to evaluate your startup and the pitch deck you have sent us. Unfortunately, we are not investing in companies at this very early stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
uUJecrVFaOOx9o3DPbm3q566gO49ACCVT5rPnW4D-zH+,"Hi Curtis, we appreciate your interest in our firm, but your startup does not align with our investment strategy at this time.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
G44c2mw1Y6taLT6zNxP7vlQ0130HV95FH-71OvHvYM3q,"Hello, I'm interested in learning more about your target market and would like to know if you have any market research or customer surveys that you can share with me.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
82EFwIe4vs3bmAe5-hkGTsrvOsBAOWlzZCI4Ch35gZqj,We apologize for not being able to invest in your venture. Our investments are concentrated within our current geographic area.,0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
r9eCuFUBvCmBJE9FtfEO7+Cj5GQn0FufciW5zD7NFu4e,We are sorry to have to turn down your pitch. We are focused on startups within our current geographic region.,0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
zKTfc=5vf2aKP7Ee+67BZhJPIE3aPoAw8+FYgGh1F01n,"Hi there,  thanks for thinking of us and reaching out. We aren't looking in this space right now. thanks though,",0,industry,0,industry,1,1,,,,,,,0,industry,industry
7+vBDQSSN=XZ8euoVxoiitbXZI1O-mV+cZ5UWmjIiBZ1,"Hi Curtis, thank you for sending over your pitch deck for Perksouq. While we think your idea has potential, it is not a good fit for our current investment focus.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
pw0Qa3VNZ5nL6nyMSPlTg18aYo88+b4RtqwIeAtvXQ10,"Hi there, I'm intrigued by your startup and would like to schedule a call to discuss potential investment opportunities.",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
DmhtADBaaRdAvY+3E6clCrqh4FnkARq=e6HGmSIFSMY-,"Good afternoon Curtis, Thank you for your interest in [FIRM]. To learn more about your business, please submit your company information using the form at [URL]. This will help us assess if there is a good fit for our investment criteria. We look forward to hearing back from you soon.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
iS+F6Cg-OkSlB0bAygqs4cLBZumN4EpvwDpmSjr=v9-G,Please unsubscribe me from your mailing list,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
t7GflVEnxJpQ2QohCJ=DXpORl2hwbQB78YDD1jAmVhR9,"Hi there, Good to hear from you and many thanks for sending through the below opportunity which sounds interesting. Could I ask you to please complete our online application form at [URL]",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
p9VeRBwsIXNqSNxbkZYqvWIcNEaONvgXZ-9fXJobayDc,STOP,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
5cri1QwOdb=VpPCcBwM9mURueF6tY+soVt1jNkA=j3PD,"Regrettably, we do not invest in startups at this stage in their development.",0,no specific reason,0,stage,1,0,,,,,,stage,0,stage,stage
GrI0QWfNowSPB+n1KiLF1A=D+rzGLdboCrpDFlHn21Sq,"No thanks, please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Heh3BV2CrtrCe+T6sB50YpYyUlu6AnEcOAooogrjCbei,Hi Curtis; We're a supply chain technology fund. This is outside our thesis. Thanks for thinking of us.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
BU-nN0ZLJ=HmTn3T+F6-egsGpFVMdtPjTbmUtX+7Yrx2,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
R6bxQAQLmFATERvQAQjL0e9W1OwSypO8e1PVP4r79Gez,"Unfortunately, I am not interested. Please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
AJy6s-Uuv5BzOzokInj18bKG8DbxPYakH9IEWhBEdG+B,What does artifical intelligence mean in this case?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
4NdOr6Xc0DWlnoecl3GZGvPQodz=rDtqQzr0CqkAxvoV,"Thanks Curis, but I don't invest directly anymore. I may introduce you to [NAME] if you are based in the Northwest. They are a seed and A-round venture focused firm, and primarily aim at Northwest B2B SaaS businesses.",1,referral,1,referral,1,1,,,,,,,1,referral,referral
y+Ypati-osmdkyOBoN9cYfjBKvg6lKp1=eOPR=vNJDXf,"Hi there, while your startup isn't quite in our investment focus, I think it might be a good fit for my colleague at [FIRM]. Would you be interested in an introduction?",1,referral,1,referral,1,1,,,,,,,1,referral,referral
JpvEfJjvmok9ZMpGkYwEjP80U=laTBlbxUIQroc3qage,We are sorry to let you know that we will not be able to invest in your venture at this time. We have decided to focus our investments on startups within our particular geographic region.,0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
fgqc4nQJpjbawddQLjCFWeFL+ocnNOx-hlmCAodSrj9h,"Hey Curtis, thanks for your interest in a potential investment from [FIRM]. As a next step, we ask all companies we meet to have their CEO complete our video pitch here [URL] which is reviewed by all 3 of our managing partners within 3 days of submission.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
WS0sJYznXTUMXqt83nj7JuZU51DMUeMO8=2kAIxXPjp1,"Hey Curtis,As we only invest in Israeli-related start-ups, I don't think it is relevant for us at [FIRM]. Best,",0,geography,0,geography,1,1,,,,,,,0,geography,geography
yqc1N0aosnMwu0WTrkWa9cAHK3Gs=6vT49hr1pFz7VYk,Thanks for sharing your pitch with me. I'm curious about your plans for future fundraising rounds and would like to know if you have any plans to explore alternative fundraising options such as crowdfunding or revenue-based financing.,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
asDRa8qGBo0E7kjPU1rfuI6+BtctQQ3+IWs2Zpb3kj9y,"While we find your business model interesting, we do not currently have the expertise or resources to provide the support and guidance your company needs.",0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Azw=cRAaGzmP5Pklhp1tw2Mrn9JW1o5Et9g=KkSuuQeD,"Thank you for contacting me. I am interested in learning more about your business, and if you could send me your thoughts on valuation, I will take a closer look.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
XY3BIad7IbecRBFa7ajrQf0qigXy462zTLuj+lRSiphL,"Curtis. Thank you for reaching out: we loved to review your company and idea, and to expedite this, please book a meeting here: [URL] I appreciate you thinking of [FIRM ] as a partner here and I look forward to talk.",1,click on link (meeting),1,meeting,1,0,,,,,,meeting,1,meeting,meeting
6UCWmZ74qmroGXMIKYMXRMuOClrQQxzE=7xEu4D42BiL,unsubscribe,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
M8yuet1mmiQaJUQ7TRwum-rdBFylgVCxkV1SEWsxYyBe,"Hi, I appreciate your interest in our investment firm. To formally apply for investment, please submit your application and additional documents via our online portal at [URL]. We'll review your submission and be in touch.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
9OcNp9ZaRNKU-mnTd16IV4TQ+CkEcNloUeHeuQYOaaoa,"Hey Curtis, thanks for the note. The best way to initiate a conversation would be for you to fill this form: [URL] so I can read more up about the company and the round. Will get back to you with next steps once I've reviewed the information shared",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
2LY4RHfpYYMu0qDL=kxijcct0ReWliJ18puVDHGb0ffj,"Curtis. We enjoyed reviewing your pitch deck. However, we would like to understand how your platform can scale beyond your initial customer base. Can you please provide us with a growth strategy? Best",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
THb=KdTYuejHmtJ9M1GsphOPk3YDaV=SD9+KG1HcVBZx,"We reviewed your pitch, but unfortunately, we cannot invest in your venture as it is not within our current geographic focus.",0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
